Street,Block,Sector,Street Number,Tree No.,Species,Year Planted,Height (1951),Diameter (1951),Height (1956),Diameter (1956),Height (1959),Diameter (1959),Height (1961),Diameter (1961),Height (1967),Diameter (1967),Height (1972),Diameter (1972),Height (1977),Diameter (1977),Height (1981),Diameter (1981),Height (1982),Diameter (1982),Height (1983),Diameter (1983),Height (1984),Diameter (1984),Height (1985),Diameter (1985),Height (1986),Diameter (1986),Height (1987),Diameter (1987),Height (1988),Diameter (1988),Height (1989),Diameter (1989),Height (1990),Diameter (1990),Height (1992),Diameter (1992),Height (1993),Diameter (1993),Height (1997),Diameter (1997)
3RD Avenue,5111-5345,12 NW 18,5341,2,Ulmus americana,,,,,,,,,,,,,,,,24,23,,,,,,,,,,,26,,,,,,,,,,,,,
3RD Avenue,5111-5345,12 NW 18,5345,1,Picea pungens,,,,,,,,,,,,,,,,22,16,,,,,,,,,,,25,,,,,,,,,,,,,
3RD Avenue,5111-5345,12 NW 18,5345,2,Picea pungens,,,,,,,,,,,,,,,,22,17,,,,,,,,,,,24,,,,,,,,,,,,,
3rd Avenue,5348-5540,12 NW 18,5348,1,Ulmus americana,,,,,,,,,,,,,,,,20,15,,,,,,,,,,,24,,,,,,,,,,,,,
3rd Avenue,5348-5540,12 NW 18,5348,2,Ulmus americana,,,,,,,,,,,,,,,,17,19,,,,,,,,,,,24,,,,,,,,,,,,,
3rd Avenue,5348-5540,12 NW 18,5540,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3rd Avenue,5348-5540,12 NW 18,5540,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,21,17,,,,,,,,,,,25,,,,,,,,,,,,,
3rd Avenue,5348-5540,12 NW 18,5540,3,Ulmus americana,,,,,,,,,,,,,,,,19,16,,,,,,,,,,,25,,,,,,,,,,,,,
3rd Avenue,5348-5540,12 NW 18,5540,4,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,17,12,,,,,,,,,,,25,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5349,1,Ulmus americana,,,,,,,,,,,,,,,,23,21,,,,,,,,,,,27,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5349,2,Ulmus americana,,,,,,,,,,,,,,,,25,32,,,,,,,,,,,26,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5501,1,Ulmus americana,,,,,,,,,,,,,,,,26,28,,,,,,,,,,,26,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5501,2,Ulmus americana,,,,,,,,,,,,,,,,18,13,,,,,,,,,,,24,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5501,3,Ulmus americana,,,,,,,,,,,,,,,,24,28,,,,,,,,,,,25,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5501,4,Ulmus americana,,,,,,,,,,,,,,,,21,10,,,,,,,,,,,20,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5505,1,Picea glauca,,,,,,,,,,,,,,,,14,7,,,,,,,,,,,21,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5505,2,Picea glauca,,,,,,,,,,,,,,,,21,16,,,,,,,,,,,23,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5509,1,Picea glauca,,,,,,,,,,,,,,,,7,4,,,,,,,,,,,10,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5509,2,Picea pungens,,,,,,,,,,,,,,,,24,22,,,,,,,,,,,26,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5513,1,Ulmus americana,,,,,,,,,,,,,,,,24,28,,,,,,,,,,,30,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5513,2,Ulmus americana,,,,,,,,,,,,,,,,20,17,,,,,,,,,,,25,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5517,1,Ulmus americana,,,,,,,,,,,,,,,,25,28,,,,,,,,,,,27,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5517,2,Ulmus americana,,,,,,,,,,,,,,,,22,19,,,,,,,,,,,24,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5521,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5521,2,Ulmus americana,,,,,,,,,,,,,,,,24,21,,,,,,,,,,,26,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5525,1,Ulmus americana,,,,,,,,,,,,,,,,17,10,,,,,,,,,,,20,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5525,2,Ulmus americana,,,,,,,,,,,,,,,,25,21,,,,,,,,,,,28,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5529,1,Ulmus americana,,,,,,,,,,,,,,,,26,23,,,,,,,,,,,30,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5529,2,Ulmus americana,,,,,,,,,,,,,,,,24,21,,,,,,,,,,,25,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5533,1,Ulmus americana,,,,,,,,,,,,,,,,15,8,,,,,,,,,,,18,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5533,2,Ulmus americana,,,,,,,,,,,,,,,,21,18,,,,,,,,,,,24,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5537,1,Sorbus aucuparia,Removed,,,,,,,,,,,,,,,20,12,,,,,,,,,,,0,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5537,2,Picea glauca,,,,,,,,,,,,,,,,11,7,,,,,,,,,,,17,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5541,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,20,14,,,,,,,,,,,25,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5541,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,20,15,,,,,,,,,,,25,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5545,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5545,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5549,1,Ulmus americana,,,,,,,,,,,,,,,,22,22,,,,,,,,,,,25,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5549,2,Ulmus americana,,,,,,,,,,,,,,,,23,20,,,,,,,,,,,25,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5809,1,Picea glauca,,,,,,,,,,,,,,,,19,10,,,,,,,,,,,25,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5809,2,Picea pungens,,,,,,,,,,,,,,,,17,10,,,,,,,,,,,21,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5809,3,Picea glauca,,,,,,,,,,,,,,,,7,4,,,,,,,,,,,17,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5809,4,Ulmus americana,,,,,,,,,,,,,,,,16,8,,,,,,,,,,,18,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5809,5,Picea glauca,,,,,,,,,,,,,,,,9,5,,,,,,,,,,,15,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5901,1,Malus,,,,,,,,,,,,,,,,7,3,,,,,,,,,,,8,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5901,2,Prunus virginiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5901,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5901,4,Salix,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,
3RD Avenue,5349-5901,12 NW 18,5901,5,Acer negundo,green ash,,,,,,,,,,,,,,,16,8,,,,,,,,,,,20,,,,,,,,,,,,,
3RD AVENUE,3400-3434,5 NW 19,3400,1,Picea glauca,,,,,,,,,,,,,,,,7,4,,,,,,,,,,,13,,,,,,,,,,,,,
3RD AVENUE,3400-3434,5 NW 19,3400,2,Picea pungens,,,,,,,,,,,,,,,,22,16,,,,,,,,,,,26,,,,,,,,,,,,,
3RD AVENUE,3400-3434,5 NW 19,3400,3,Cotoneaster,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,4,,,,,,,,,,,,,
3RD AVENUE,3400-3434,5 NW 19,3400,4,Acer ginnala,,,,,,,,,,,,,,,,14,9,,,,,,,,,,,15,,,,,,,,,,,,,
3RD AVENUE,3400-3434,5 NW 19,3400,5,Acer ginnala,,,,,,,,,,,,,,,,14,8,,,,,,,,,,,15,,,,,,,,,,,,,
3RD AVENUE,3400-3434,5 NW 19,3400,6,Malus,,,,,,,,,,,,,,,,14,8,,,,,,,,,,,17,,,,,,,,,,,,,
3RD AVENUE,3400-3434,5 NW 19,3434,1,Ulmus americana,,,,,,,,,,,,,,,,23,27,,,,,,,,,,,25,,,,,,,,,,,,,
3RD AVENUE,3400-3434,5 NW 19,3434,2,Ulmus americana,,,,,,,,,,,,,,,,24,37,,,,,,,,,,,26,,,,,,,,,,,,,
3RD AVENUE,3400-3434,5 NW 19,3434,3,Ulmus americana,,,,,,,,,,,,,,,,24,36,,,,,,,,,,,25,,,,,,,,,,,,,
3RD AVENUE,3400-3434,5 NW 19,3434,4,Ulmus americana,,,,,,,,,,,,,,,,25,42,,,,,,,,,,,25,,,,,,,,,,,,,
3RD AVENUE,3400-3434,5 NW 19,3434,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3500,1,Picea pungens,,,,,,,,28,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3500,2,Picea pungens,,,,,,,,26,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3500,3,Ulmus americana,,,,,,,,23,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3500,4,Ulmus americana,,,,,,,,24,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3500,5,Ulmus americana,,,,,,,,25,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3500,6,Fraxinus pennsylvanica,,,,,,,,24,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3530,1,Ulmus americana,,,,,,,,23,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3530,2,Ulmus americana,,,,,,,,27,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3530,3,Ulmus americana,,,,,,,,26,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3530,4,Ulmus americana,,,,,,,,25,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3530,5,Ulmus americana,,,,,,,,25,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3530,6,Ulmus laciniata,,,,,,,,22,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3600,1,Ulmus americana,,,,,,,,26,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3600,2,Ulmus laciniata,,,,,,,,25,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3600,3,Ulmus americana,,,,,,,,25,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3600,4,Ulmus americana,,,,,,,,24,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3600,5,Ulmus americana,,,,,,,,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3600,6,Ulmus americana,,,,,,,,24,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3630,1,Ulmus americana,,,,,,,,22,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3630,2,Ulmus americana,,,,,,,,23,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3630,3,Ulmus americana,,,,,,,,22,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3630,4,Ulmus americana,,,,,,,,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3630,5,Ulmus americana,,,,,,,,25,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3630,6,Ulmus americana,,,,,,,,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3730,1,Ulmus americana,,,,,,,,25,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3730,2,Acer negundo,,,,,,,,22,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3730,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3730,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3730,5,Caragana arborescens,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3730,6,Caragana arborescens,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3838,1,Ulmus americana,,,,,,,,25,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3838,2,Ulmus americana,,,,,,,,26,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3838,3,Ulmus americana,,,,,,,,25,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3838,4,Ulmus americana,,,,,,,,25,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3838,5,Ulmus americana,,,,,,,,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,3838,6,Ulmus americana,,,,,,,,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,Church of the Nazarene,1,Acer negundo,Removed,,,,,,,25,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,Church of the Nazarene,2,Ulmus americana,Removed,,,,,,,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,Church of the Nazarene,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,Church of the Nazarene,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RD AVENUE,3500 - Church of the Nazarene,NW15 4,Church of the Nazarene,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3rd Avenue,06-May,56,878,1,Populus tremuloides,,,,25,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3rd Avenue,06-May,56,878,2,Ulmus americana,,,,20,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3rd Avenue,06-May,56,878,3,Populus tremuloides,,,,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3rd Avenue,06-May,56,1180,1,Picea glauca,,,,14,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3rd Avenue,06-May,56,1180,2,Picea glauca,,,,7,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3rd Avenue,06-May,56,1180,3,Acer negundo,,,,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3rd Avenue,06-May,56,1180,4,Acer negundo,,,,,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,3401 - 3411,5,3401,1,Ulmus americana,,,,,,,,,,,,,,,,31,26,,,,,,,,,,,28,,,,,,,,,,,,,
4th Avenue North,3401 - 3411,5,3401,2,Ulmus americana,,,,,,,,,,,,,,,,25,15,,,,,,,,,,,25,,,,,,,,,,,,,
4th Avenue North,3401 - 3411,5,3403,1,Ulmus americana,,,,,,,,,,,,,,,,23,14,,,,,,,,,,,25,,,,,,,,,,,,,
4th Avenue North,3401 - 3411,5,3403,2,Ulmus americana,,,,,,,,,,,,,,,,26,23,,,,,,,,,,,28,,,,,,,,,,,,,
4th Avenue North,3401 - 3411,5,3407,1,Picea pungens,,,,,,,,,,,,,,,,9,4,,,,,,,,,,,15,,,,,,,,,,,,,
4th Avenue North,3401 - 3411,5,3407,2,Cotoneaster,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,4,,,,,,,,,,,,,
4th Avenue North,3401 - 3411,5,3411,1,Picea glauca,,,,,,,,,,,,,,,,27,20,,,,,,,,,,,27,,,,,,,,,,,,,
4th Avenue North,3401 - 3411,5,3411,2,Ulmus americana,,,,,,,,,,,,,,,,25,23,,,,,,,,,,,26,,,,,,,,,,,,,
4th Avenue North,3401 - 3411,5,3411,3,Ulmus americana,,,,,,,,,,,,,,,,19,16,,,,,,,,,,,25,,,,,,,,,,,,,
4th Avenue North,3401 - 3411,5,3411,4,Ulmus americana,,,,,,,,,,,,,,,,27,18,,,,,,,,,,,27,,,,,,,,,,,,,
4th Avenue North,3401 - 3411,5,3411,5,Ulmus americana,,,,,,,,,,,,,,,,32,24,,,,,,,,,,,36,,,,,,,,,,,,,
4TH AVENUE NORTH,3402-3410,NW 16 5,3402,1,Picea pungens,,,,,,,,,,,,,,,,28,25,,,,,,,,,,,30,,,,,,,,,,,,,
4TH AVENUE NORTH,3402-3410,NW 16 5,3402,2,Picea pungens,,,,,,,,,,,,,,,,26,24,,,,,,,,,,,28,,,,,,,,,,,,,
4TH AVENUE NORTH,3402-3410,NW 16 5,3402,3,Picea pungens,,,,,,,,,,,,,,,,25,24,,,,,,,,,,,26,,,,,,,,,,,,,
4TH AVENUE NORTH,3402-3410,NW 16 5,3402,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4TH AVENUE NORTH,3402-3410,NW 16 5,3406,1,Picea pungens,,,,,,,,,,,,,,,,24,25,,,,,,,,,,,28,,,,,,,,,,,,,
4TH AVENUE NORTH,3402-3410,NW 16 5,3406,2,Picea pungens,,,,,,,,,,,,,,,,21,18,,,,,,,,,,,26,,,,,,,,,,,,,
4TH AVENUE NORTH,3402-3410,NW 16 5,3410,1,Ulmus americana,,,,,,,,,,,,,,,,23,19,,,,,,,,,,,25,,,,,,,,,,,,,
4TH AVENUE NORTH,3402-3410,NW 16 5,3410,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4TH AVENUE NORTH,3402-3410,NW 16 5,3410,3,Ulmus americana,,,,,,,,,,,,,,,,24,18,,,,,,,,,,,24,,,,,,,,,,,,,
4TH AVENUE NORTH,3402-3410,NW 16 5,3410,4,Cotoneaster,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,4,,,,,,,,,,,,,
4TH AVENUE NORTH,3402-3410,NW 16 5,3410,5,Ulmus americana,,,,,,,,,,,,,,,,26,26,,,,,,,,,,,28,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,Coronation Park School,26,Fraxinus pennsylvanica 'Patmore',Spring 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,Coronation Park School,27,Fraxinus pennsylvanica 'Patmore',Spring 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,Coronation Park School,28,Fraxinus pennsylvanica 'Patmore',Spring 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3105,29,Fraxinus pennsylvanica 'Patmore',Spring 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3105,30,Fraxinus pennsylvanica 'Patmore',Spring 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3105,31,Fraxinus pennsylvanica 'Patmore',Spring 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3105,32,Fraxinus pennsylvanica 'Patmore',Spring 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3105,33,Fraxinus pennsylvanica 'Patmore',Spring 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3105,34,Fraxinus pennsylvanica 'Patmore',Spring 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3105,35,Fraxinus pennsylvanica 'Patmore',Spring 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3105,36,Fraxinus pennsylvanica 'Patmore',Spring 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3135,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3135,2,Picea pungens,,,,,,,,,,,,,,,,32,25,,,,,,,,,,,35,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3135,3,Betula pendula 'Youngii',,,,,,,,,,,,,,,,27,23,,,,,,,,,,,27,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3305,1,Cotoneaster,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,4,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3305,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3305,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3305,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3305,5,Cotoneaster,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,6,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3307,1,Thuja occidentalis,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,7,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3307,2,Picea pungens,,,,,,,,,,,,,,,,13,6,,,,,,,,,,,18,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3307,3,Ulmus americana,,,,,,,,,,,,,,,,24,22,,,,,,,,,,,24,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3307,4,Picea pungens,,,,,,,,,,,,,,,,17,10,,,,,,,,,,,20,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3307,5,Ulmus americana,,,,,,,,,,,,,,,,24,20,,,,,,,,,,,24,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3307,6,Sorbus aucuparia,,,,,,,,,,,,,,,,12,4,,,,,,,,,,,14,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3311,1,Picea glauca,removed,,,,,,,,,,,,,,,24,15,,,,,,,,,,,0,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3311,2,Lonicera,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,8,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3311,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3311,4,Picea pungens,,,,,,,,,,,,,,,,22,16,,,,,,,,,,,25,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3311,5,Ulmus americana,,,,,,,,,,,,,,,,24,15,,,,,,,,,,,24,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3311,6,Ulmus americana,,,,,,,,,,,,,,,,25,13,,,,,,,,,,,25,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3315,1,Sorbus aucuparia,,,,,,,,,,,,,,,,12,9,,,,,,,,,,,14,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3315,2,Sorbus aucuparia,,,,,,,,,,,,,,,,16,13,,,,,,,,,,,18,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3319,1,Picea pungens,,,,,,,,,,,,,,,,25,20,,,,,,,,,,,27,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3319,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3323,1,Ulmus pumila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3323,2,Ulmus americana,,,,,,,,,,,,,,,,27,25,,,,,,,,,,,28,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3327,1,Ulmus americana,,,,,,,,,,,,,,,,24,22,,,,,,,,,,,26,,,,,,,,,,,,,
