Street,Block,Sector,Street Number,Tree No.,Species,Year Planted,Height (1951),Diameter (1951),Height (1956),Diameter (1956),Height (1959),Diameter (1959),Height (1961),Diameter (1961),Height (1967),Diameter (1967),Height (1972),Diameter (1972),Height (1977),Diameter (1977),Height (1981),Diameter (1981),Height (1982),Diameter (1982),Height (1983),Diameter (1983),Height (1984),Diameter (1984),Height (1985),Diameter (1985),Height (1986),Diameter (1986),Height (1987),Diameter (1987),Height (1988),Diameter (1988),Height (1989),Diameter (1989),Height (1990),Diameter (1990),Height (1992),Diameter (1992),Height (1993),Diameter (1993),Height (1997),Diameter (1997)
6th Avenue North,2630 - 3024,NW - 7,2844,7,Fraxinus pennsylvanica 'Patmore',Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2844,8,Fraxinus pennsylvanica 'Patmore',Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2844,9,Fraxinus pennsylvanica 'Patmore',Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2844,10,Ulmus americana,,,,,,,,,,,,,,,,24,18,,,,,,,,,,,27,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2844,11,Fraxinus pennsylvanica 'Patmore',Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2844,12,Fraxinus pennsylvanica 'Patmore',Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,3004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,3004,2,Ulmus americana,,,,,,,,,,,,,,,,22,18,,,,,,,,,,,26,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,3008,1,Fraxinus pennsylvanica 'Patmore',Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,3008,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,9,3,,,,,,,,,,,12,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,3012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,3012,2,Ulmus americana,,,,,,,,,,,,,,,,20,11,,,,,,,,,,,21,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,3016,1,Ulmus americana,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,15,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,3016,2,Ulmus americana,,,,,,,,,,,,,,,,24,20,,,,,,,,,,,27,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,3024,1,Ulmus americana,,,,,,,,,,,,,,,,22,17,,,,,,,,,,,25,,,,,,,,,,,,,
6th Avenue North,2701 - 2819,NW - 7,2701,1,Fraxinus pennsylvanica 'Patmore',Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,
6th Avenue North,2701 - 2819,NW - 7,South,2,Fraxinus pennsylvanica 'Patmore',Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,
6th Avenue North,2701 - 2819,NW - 7,Side,3,Ulmus americana,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,2701 - 2819,NW - 7,Side,4,Ulmus americana,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,2701 - 2819,NW - 7,Side,5,Fraxinus pennsylvanica 'Patmore',Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,
6th Avenue North,2701 - 2819,NW - 7,Side,6,Fraxinus pennsylvanica 'Patmore',Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,
6th Avenue North,2701 - 2819,NW - 7,Side,7,Fraxinus pennsylvanica 'Patmore',Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,
6th Avenue North,2701 - 2819,NW - 7,Side,8,Fraxinus pennsylvanica 'Patmore',Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,
6th Avenue North,2701 - 2819,NW - 7,Side,9,Ulmus americana,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,2701 - 2819,NW - 7,Side,10,Fraxinus pennsylvanica 'Patmore',Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,
6th Avenue North,2701 - 2819,NW - 7,Side,11,Fraxinus pennsylvanica 'Patmore',Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,
6th Avenue North,2701 - 2819,NW - 7,Side,12,Fraxinus pennsylvanica 'Patmore',Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,
6th Avenue North,2821-3201,N.W. 7,2821,1,Ulmus americana,,,,,,,,,,,,,,,,22,24,,,,,,,,,,,29,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,2821,2,Ulmus americana,,,,,,,,,,,,,,,,20,16,,,,,,,,,,,22,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,2829,1,Ulmus americana,,,,,,,,,,,,,,,,23,20,,,,,,,,,,,26,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,2835,1,Ulmus americana,,,,,,,,,,,,,,,,21,19,,,,,,,,,,,26,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,2835,2,Ulmus americana,,,,,,,,,,,,,,,,26,25,,,,,,,,,,,31,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,2901,1,Ulmus americana,,,,,,,,,,,,,,,,24,21,,,,,,,,,,,27,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,2907,1,Ulmus americana,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,16,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,2907,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,2915,1,Fraxinus pennsylvanica 'Patmore',Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,2915,2,Fraxinus pennsylvanica 'Patmore',Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3001,2,Ulmus americana,,,,,,,,,,,,,,,,28,27,,,,,,,,,,,34,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3003,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3007,1,Ulmus americana,,,,,,,,,,,,,,,,13,11,,,,,,,,,,,19,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3007,2,Ulmus americana,,,,,,,,,,,,,,,,19,15,,,,,,,,,,,23,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3011,1,Ulmus americana,,,,,,,,,,,,,,,,27,25,,,,,,,,,,,30,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3011,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3015,1,Ulmus americana,,,,,,,,,,,,,,,,24,26,,,,,,,,,,,30,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3015,2,Ulmus americana,,,,,,,,,,,,,,,,27,28,,,,,,,,,,,30,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3021,1,Ulmus americana,,,,,,,,,,,,,,,,25,19,,,,,,,,,,,26,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3021,2,Ulmus americana,,,,,,,,,,,,,,,,29,27,,,,,,,,,,,32,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3029,1,Ulmus americana,,,,,,,,,,,,,,,,19,22,,,,,,,,,,,24,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3029,2,Ulmus americana,,,,,,,,,,,,,,,,15,14,,,,,,,,,,,18,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3101,1,Ulmus americana,,,,,,,,,,,,,,,,16,18,,,,,,,,,,,23,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3107,1,Ulmus americana,,,,,,,,,,,,,,,,18,17,,,,,,,,,,,25,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3107,2,Ulmus americana,,,,,,,,,,,,,,,,22,25,,,,,,,,,,,25,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3111,1,Ulmus americana,,,,,,,,,,,,,,,,21,19,,,,,,,,,,,25,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3111,2,Ulmus americana,,,,,,,,,,,,,,,,26,23,,,,,,,,,,,28,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3115,1,Ulmus americana,,,,,,,,,,,,,,,,13,12,,,,,,,,,,,20,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3115,2,Ulmus americana,,,,,,,,,,,,,,,,17,15,,,,,,,,,,,22,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3119,1,Ulmus americana,,,,,,,,,,,,,,,,14,11,,,,,,,,,,,18,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3119,2,Fraxinus pennsylvanica 'Patmore',Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3123,1,Fraxinus pennsylvanica 'Patmore',Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3123,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3123,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3123,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3123,5,Picea glauca,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3201,1,Betula pendula 'Youngii',,,,,,,,,,,,,,,,6,3,,,,,,,,,,,18,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3201,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,2821-3201,N.W. 7,3201,3,Ulmus americana,,,,,,,,,,,,,,,,19,16,,,,,,,,,,,22,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3028,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3028,2,Ulmus americana,,,,,,,,,,,,,,,,23,28,,,,,,,,,,,27,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3100,1,Ulmus americana,,,,,,,,,,,,,,,,22,20,,,,,,,,,,,25,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3100,2,Ulmus americana,,,,,,,,,,,,,,,,25,24,,,,,,,,,,,25,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3106,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3106,2,Fraxinus pennsylvanica,May 7/91,,,,,,,,,,,,,,,23,4,,,,,,,,,,,12,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3110,1,Ulmus americana,779 Fall 88,,,,,,,,,,,,,,,,6,,,,,,,,,,,8,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3110,2,Ulmus americana,,,,,,,,,,,,,,,,24,21,,,,,,,,,,,28,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3112,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3112,2,Ulmus americana,,,,,,,,,,,,,,,,24,21,,,,,,,,,,,27,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3116,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3116,2,Ulmus americana,,,,,,,,,,,,,,,,25,26,,,,,,,,,,,27,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3120,1,Ulmus americana,,,,,,,,,,,,,,,,18,7,,,,,,,,,,,22,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3120,2,Ulmus americana,,,,,,,,,,,,,,,,18,11,,,,,,,,,,,21,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3200,2,Picea pungens,,,,,,,,,,,,,,,,16,10,,,,,,,,,,,12,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3200,4,Ulmus americana,,,,,,,,,,,,,,,,23,22,,,,,,,,,,,25,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3206,1,Ulmus americana,,,,,,,,,,,,,,,,24,18,,,,,,,,,,,27,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3206,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3212,1,Ulmus americana,,,,,,,,,,,,,,,,25,26,,,,,,,,,,,27,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3212,2,Ulmus americana,,,,,,,,,,,,,,,,24,26,,,,,,,,,,,27,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3218,1,Ulmus americana,,,,,,,,,,,,,,,,23,24,,,,,,,,,,,25,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3224,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,16,10,,,,,,,,,,,20,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3224,2,Ulmus americana,,,,,,,,,,,,,,,,22,22,,,,,,,,,,,25,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3230,1,Fraxinus pennsylvanica 'Patmore',Fall 93,,,,,,,,,,,,,,,,5,,,,,,,,,,,15,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3230,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3236,1,Ulmus americana,,,,,,,,,,,,,,,,23,18,,,,,,,,,,,25,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3236,2,Ulmus americana,,,,,,,,,,,,,,,,24,18,,,,,,,,,,,25,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3400,1,Ulmus americana,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,16,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3400,2,Ulmus americana,,,,,,,,,,,,,,,,25,18,,,,,,,,,,,30,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3406,1,Ulmus americana,,,,,,,,,,,,,,,,11,5,,,,,,,,,,,17,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3406,2,Ulmus americana,,,,,,,,,,,,,,,,25,20,,,,,,,,,,,28,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3412,1,Ulmus americana,,,,,,,,,,,,,,,,27,19,,,,,,,,,,,29,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3412,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3416,1,Ulmus americana,,,,,,,,,,,,,,,,23,24,,,,,,,,,,,24,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3416,2,Ulmus americana,,,,,,,,,,,,,,,,23,23,,,,,,,,,,,24,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3420,1,Ulmus americana,,,,,,,,,,,,,,,,24,21,,,,,,,,,,,27,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3420,2,Ulmus americana,,,,,,,,,,,,,,,,21,16,,,,,,,,,,,25,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3424,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6TH AVENUE NORTH,3028-3428,NW 12 7,3424,2,Ulmus americana,,,,,,,,,,,,,,,,19,8,,,,,,,,,,,21,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3205,1,Ulmus americana,,,,,,,,,,,,,,,,16,14,,,,,,,,,,,23,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3205,2,Ulmus americana,,,,,,,,,,,,,,,,23,19,,,,,,,,,,,29,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3211,1,Ulmus americana,,,,,,,,,,,,,,,,13,14,,,,,,,,,,,18,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3211,2,Ulmus americana,,,,,,,,,,,,,,,,25,27,,,,,,,,,,,27,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3217,1,Ulmus americana,,,,,,,,,,,,,,,,20,22,,,,,,,,,,,25,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3217,2,Ulmus americana,,,,,,,,,,,,,,,,27,21,,,,,,,,,,,30,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3223,1,Ulmus americana,,,,,,,,,,,,,,,,13,14,,,,,,,,,,,17,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3229,1,Ulmus americana,,,,,,,,,,,,,,,,15,11,,,,,,,,,,,19,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3229,2,Ulmus americana,,,,,,,,,,,,,,,,26,25,,,,,,,,,,,26,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3235,1,Ulmus americana,,,,,,,,,,,,,,,,21,17,,,,,,,,,,,23,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3235,2,Ulmus americana,,,,,,,,,,,,,,,,18,14,,,,,,,,,,,23,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3307,1,Ulmus americana,,,,,,,,,,,,,,,,19,22,,,,,,,,,,,27,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3311,1,Ulmus americana,,,,,,,,,,,,,,,,25,21,,,,,,,,,,,26,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3311,2,Ulmus americana,,,,,,,,,,,,,,,,24,26,,,,,,,,,,,26,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3317,1,Ulmus americana,,,,,,,,,,,,,,,,13,9,,,,,,,,,,,16,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3317,2,Ulmus americana,,,,,,,,,,,,,,,,23,24,,,,,,,,,,,25,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3401,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3401,2,Ulmus americana,,,,,,,,,,,,,,,,30,26,,,,,,,,,,,27,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3407,1,Ulmus americana,,,,,,,,,,,,,,,,23,25,,,,,,,,,,,23,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3407,2,Ulmus americana,,,,,,,,,,,,,,,,21,19,,,,,,,,,,,24,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3411,1,Ulmus americana,,,,,,,,,,,,,,,,6,7,,,,,,,,,,,15,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3411,2,Ulmus americana,,,,,,,,,,,,,,,,19,15,,,,,,,,,,,20,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3415,1,Ulmus americana,,,,,,,,,,,,,,,,26,27,,,,,,,,,,,27,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3419,1,Ulmus americana,,,,,,,,,,,,,,,,19,16,,,,,,,,,,,25,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3419,2,Ulmus americana,,,,,,,,,,,,,,,,24,23,,,,,,,,,,,28,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3423,1,Ulmus americana,,,,,,,,,,,,,,,,24,22,,,,,,,,,,,30,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3423,2,Ulmus americana,,,,,,,,,,,,,,,,17,13,,,,,,,,,,,20,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3427,1,status error,,,,,,,,,,,,,,,,,5,,,,,,,,,,,15,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3427,2,Ulmus americana,,,,,,,,,,,,,,,,25,24,,,,,,,,,,,28,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3501,1,Ulmus americana,,,,,,,,,,,,,,,,17,15,,,,,,,,,,,21,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3501,2,Ulmus americana,,,,,,,,,,,,,,,,15,13,,,,,,,,,,,19,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3503,1,Ulmus americana,,,,,,,,,,,,,,,,17,14,,,,,,,,,,,22,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3503,2,Ulmus americana,,,,,,,,,,,,,,,,16,16,,,,,,,,,,,20,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3507,1,Ulmus americana,,,,,,,,,,,,,,,,27,29,,,,,,,,,,,28,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3507,2,Ulmus americana,,,,,,,,,,,,,,,,19,14,,,,,,,,,,,20,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3511,1,Ulmus americana,,,,,,,,,,,,,,,,,30,,,,,,,,,,,33,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3511,2,status error,,,,,,,,,,,,,,,,,5,,,,,,,,,,,15,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3515,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3515,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3519,1,Ulmus americana,,,,,,,,,,,,,,,,23,27,,,,,,,,,,,25,,,,,,,,,,,,,
6th Avenue North,3205-3519,NW 7,3519,2,Ulmus americana,,,,,,,,,,,,,,,,17,16,,,,,,,,,,,23,,,,,,,,,,,,,
6th Avenue North,3428-3516,7,3428,1,Ulmus americana,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,20,,,,,,,,,,,,
6th Avenue North,3428-3516,7,3428,2,Ulmus americana,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,24,,,,,,,,,,,,
6th Avenue North,3428-3516,7,3500,1,Ulmus americana,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,16,,,,,,,,,,,,
6th Avenue North,3428-3516,7,3500,2,Ulmus americana,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,18,,,,,,,,,,,,
6th Avenue North,3428-3516,7,3504,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,3428-3516,7,3504,2,Ulmus americana,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,19,,,,,,,,,,,,
6th Avenue North,3428-3516,7,3508,1,Ulmus americana,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,22,,,,,,,,,,,,
6th Avenue North,3428-3516,7,3508,2,Ulmus americana,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,24,,,,,,,,,,,,
6th Avenue North,3428-3516,7,3512,1,Ulmus americana,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,21,,,,,,,,,,,,
6th Avenue North,3428-3516,7,3512,2,Ulmus americana,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,19,,,,,,,,,,,,
6th Avenue North,3428-3516,7,3516,1,Fraxinus pennsylvanica,Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,,,,,,,,,,,
6th Avenue North,3428-3516,7,3516,2,Ulmus americana,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,17,,,,,,,,,,,,
6th Avenue North,3428-3516,7,3516,3,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,,,,,,,,,,,
6th Avenue North,3428-3516,7,3516,4,Ulmus americana,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,14,,,,,,,,,,,,
6th Avenue North,3428-3516,7,3516,5,Fraxinus pennsylvanica 'Patmore',Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,3428-3516,7,3516,6,Fraxinus pennsylvanica 'Patmore',Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,3519,NW-12 7,3519,3,Picea pungens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,3519,NW-12 7,3519,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,3519,NW-12 7,3519,5,Tilia americana,Spring 92,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,
6th Avenue North,3519,NW-12 7,3519,6,Tilia americana,Spring 92,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,32 NW 3,1830,1,Pinus banksiana,,,,,,,,,,,,,,,,12,2,,,,,,,,,,,18,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,32 NW 3,1830,2,Pinus banksiana,,,,,,,,,,,,,,,,10,2,,,,,,,,,,,18,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,32 NW 3,1830,3,Picea pungens,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,12,,,,,,,,,,,,,
