Page,Street,Block,Sector,Street Number,Tree No.,Species,Year Planted,Height (1961),Height (1967),Height (1971),Height (1972),Height (1977),Diameter (1961),Diameter (1967),Diameter (1971),Diameter (1972),Diameter (1977)
145,7th Avenue North,1835 - 2315,32,2215,1,,,,,,,,,,,,
145,7th Avenue North,1835 - 2315,32,2215,2,,,,,,,,,,,,
145,7th Avenue North,1835 - 2315,32,2215,3,Picea pungens,,,,,,,,,,,
145,7th Avenue North,1835 - 2315,32,2215,4,Picea pungens,,,,,,,,,,,
145,7th Avenue North,1835 - 2315,32,2305,1,Ulmus americana,,,,,,,,,,,
145,7th Avenue North,1835 - 2315,32,2305,2,Picea pungens,,,,,,,,,,,
145,7th Avenue North,1835 - 2315,32,2305,3,,,,,,,,,,,,
145,7th Avenue North,1835 - 2315,32,2305,4,Pinus banksiana,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,1810,1,Fraxinus pennsylvanica,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,1810,2,Fraxinus pennsylvanica,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,1810,3,Fraxinus pennsylvanica,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,1810,4,Fraxinus pennsylvanica,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,1810,5,Fraxinus pennsylvanica,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,1830,1,Fraxinus pennsylvanica,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,1830,2,,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,1830,3,,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,1830,4,,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,1910,1,Ulmus americana,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,1910,2,Picea glauca,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,1910,3,Picea glauca,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,1910,4,Picea glauca,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,1910,5,Picea glauca,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,1936,1,Picea pungens,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,1936,2,Picea glauca,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,1936,3,Ulmus americana,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,1936,4,Ulmus americana,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,2010,1,Ulmus americana,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,2010,2,Ulmus laciniata,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,2010,3,Picea pungens,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,2010,4,Pinus strobus,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,2010,5,Pinus strobus,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,2030,1,Picea pungens,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,2030,2,Picea glauca,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,2030,3,Picea glauca,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,2030,4,Ulmus americana,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,2110,1,,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,2110,2,Ulmus americana,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,2110,3,Picea glauca,,,,,,,,,,,
146,7th Ave North,1810 - 2110,33,2110,4,Picea glauca,,,,,,,,,,,
147,7th Ave North,2500,33,2500 Blk,1,Fraxinus pennsylvanica,,,,,,,,,,,
147,7th Ave North,2500,33,Northgate,2,Prunus virginiana 'Schubert',Oct. 90,,,,,,,,,,
147,7th Ave North,2500,33,Mall,3,Fraxinus pennsylvanica,,,,,,,,,,,
147,7th Ave North,2500,33,Mall,4,Fraxinus pennsylvanica,,,,,,,,,,,
147,7th Ave North,2500,33,Mall,5,Fraxinus pennsylvanica,,,,,,,,,,,
147,7th Ave North,2500,33,Mall,6,Fraxinus pennsylvanica,,,,,,,,,,,
147,7th Ave North,2500,33,Mall,7,,,,,,,,,,,,
147,7th Ave North,2500,33,Mall,8,,,,,,,,,,,,
147,7th Ave North,2500,33,Mall,9,,,,,,,,,,,,
147,7th Ave North,2500,33,Mall,10,,,,,,,,,,,,
147,7th Ave North,2500,33,Mall,11,,,,,,,,,,,,
147,7th Ave North,2500,33,Mall,12,Fraxinus pennsylvanica,,,,,,,,,,,
148,7th Avenue North,2355,32,2355,1,,,,,,,,,,,,
148,7th Avenue North,2355,32,2355,2,,,,,,,,,,,,
148,7th Avenue North,2355,32,2355,3,Ulmus americana,,,,,,,,,,,
148,7th Avenue North,2355,32,2355,4,Ulmus americana,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,5907,1,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,5907,2,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,5911,1,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,5911,2,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,5911,3,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,5915,1,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,5915,2,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6003,1,,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6003,2,,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6011,1,,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6011,2,,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6015,1,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6015,2,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6019,1,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6019,2,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6023,1,,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6023,2,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6027,1,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6027,2,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6031,1,Picea pungens,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6031,2,Betula papyrifera,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6035,1,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6035,2,Picea pungens,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6103,1,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6103,2,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6107,1,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6107,2,,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6131,1,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6131,2,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6135,1,,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6135,2,,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6139,1,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6139,2,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6407,1,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6407,2,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6411,1,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6411,2,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6411,3,Fraxinus pennsylvanica,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6415,1,Sorbus aucuparia,,,,,,,,,,,
149,7TH AVENUE NORTH,5907-6415,NW 8 20,6415,2,Sorbus aucuparia,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6006,1,Fraxinus pennsylvanica,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6006,2,,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6010,1,,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6010,2,,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6014,1,,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6014,2,Sorbus aucuparia,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6018,1,,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6018,2,,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6022,1,,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6022,2,,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6026,1,Picea glauca,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6026,2,,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6030,1,Fraxinus pennsylvanica,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6030,2,,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6106,1,Fraxinus pennsylvanica,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6106,2,Fraxinus pennsylvanica,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6106,3,,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6106,4,Fraxinus pennsylvanica,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6130,1,Fraxinus pennsylvanica,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6130,2,Fraxinus pennsylvanica,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6134,1,Pinus sylvestris,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6134,2,Fraxinus pennsylvanica,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6138,1,,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6138,2,Fraxinus pennsylvanica,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6142,1,,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6142,2,Fraxinus pennsylvanica,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6146,1,Fraxinus pennsylvanica,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6146,2,,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6150,1,,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6150,2,Fraxinus pennsylvanica,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6406,1,Fraxinus pennsylvanica,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6406,2,Fraxinus pennsylvanica,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6410,1,Fraxinus pennsylvanica,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6410,2,Fraxinus pennsylvanica,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6414,1,Sorbus aucuparia,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6414,2,Sorbus aucuparia,Removed,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6418,1,,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6418,2,Prunus padus,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6422,1,Fraxinus pennsylvanica,,,,,,,,,,,
150,7TH AVENUE NORTH,6006-6422,20 NW-8,6422,2,Fraxinus pennsylvanica,,,,,,,,,,,
151,7TH AVENUE NORTH,6419-6451,20 NW 8,6419,1,Fraxinus pennsylvanica,,,,,,,,,,,
151,7TH AVENUE NORTH,6419-6451,20 NW 8,6419,2,Fraxinus pennsylvanica,,,,,,,,,,,
151,7TH AVENUE NORTH,6419-6451,20 NW 8,6423,1,,,,,,,,,,,,
151,7TH AVENUE NORTH,6419-6451,20 NW 8,6423,2,Picea pungens,,,,,,,,,,,
151,7TH AVENUE NORTH,6419-6451,20 NW 8,6427,1,Fraxinus pennsylvanica,,,,,,,,,,,
151,7TH AVENUE NORTH,6419-6451,20 NW 8,6427,2,Fraxinus pennsylvanica,,,,,,,,,,,
151,7TH AVENUE NORTH,6419-6451,20 NW 8,6431,1,,,,,,,,,,,,
151,7TH AVENUE NORTH,6419-6451,20 NW 8,6431,2,Fraxinus pennsylvanica,,,,,,,,,,,
151,7TH AVENUE NORTH,6419-6451,20 NW 8,6451,1,Fraxinus pennsylvanica,,,,,,,,,,,
151,7TH AVENUE NORTH,6419-6451,20 NW 8,6451,2,Fraxinus pennsylvanica,,,,,,,,,,,
151,7TH AVENUE NORTH,6419-6451,20 NW 8,6451,3,Fraxinus pennsylvanica,,,,,,,,,,,
151,7TH AVENUE NORTH,6419-6451,20 NW 8,6451,4,Fraxinus pennsylvanica,,,,,,,,,,,
152,7TH AVENUE NORTH,6426-6450,20 NW-8,6426,1,Betula pendula 'Youngii',,,,,,,,,,,
152,7TH AVENUE NORTH,6426-6450,20 NW-8,6426,2,,,,,,,,,,,,
152,7TH AVENUE NORTH,6426-6450,20 NW-8,6426,3,Fraxinus pennsylvanica,,,,,,,,,,,
152,7TH AVENUE NORTH,6426-6450,20 NW-8,6434,1,Fraxinus pennsylvanica,Oct 15/93,,,,,,,,,,
152,7TH AVENUE NORTH,6426-6450,20 NW-8,6434,2,Fraxinus pennsylvanica,,,,,,,,,,,
152,7TH AVENUE NORTH,6426-6450,20 NW-8,6438,1,status error,,,,,,,,,,,
152,7TH AVENUE NORTH,6426-6450,20 NW-8,6438,2,Fraxinus pennsylvanica,,,,,,,,,,,
152,7TH AVENUE NORTH,6426-6450,20 NW-8,6442,1,error,,,,,,,,,,,
152,7TH AVENUE NORTH,6426-6450,20 NW-8,6442,2,Fraxinus pennsylvanica,6 93,,,,,,,,,,
152,7TH AVENUE NORTH,6426-6450,20 NW-8,6450,1,,,,,,,,,,,,
152,7TH AVENUE NORTH,6426-6450,20 NW-8,6450,2,Fraxinus pennsylvanica,,,,,,,,,,,
152,7TH AVENUE NORTH,6426-6450,20 NW-8,6450,3,Fraxinus pennsylvanica,,,,,,,,,,,
152,7TH AVENUE NORTH,6426-6450,20 NW-8,6450,4,Fraxinus pennsylvanica,,,,,,,,,,,
152,7TH AVENUE NORTH,6426-6450,20 NW-8,6450,5,Fraxinus pennsylvanica,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1004,1,Fraxinus pennsylvanica,Oct. 18/80,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1004,2,,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1008,1,,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1008,2,Fraxinus pennsylvanica,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1012,1,Fraxinus pennsylvanica,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1012,2,Fraxinus pennsylvanica,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1104,1,Ulmus americana,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1104,2,Ulmus americana,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1108,1,,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1108,2,Ulmus americana,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1112,1,Ulmus americana,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1112,2,Ulmus americana,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1116,1,Picea pungens,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1116,2,Fraxinus pennsylvanica,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1120,1,Ulmus americana,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1120,2,Ulmus americana,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1124,1,,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1124,2,Ulmus americana,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1124,3,,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1124,4,Ulmus laciniata,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1124,5,Malus,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1208,1,Ulmus americana,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1208,2,Ulmus americana,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1210,1,Ulmus americana,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1210,2,,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1214,1,Ulmus americana,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1214,2,Ulmus americana,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1218,1,Ulmus americana,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1218,2,,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1222,1,Ulmus americana,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1222,2,Ulmus americana,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1302,1,Ulmus americana,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1302,2,,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1304,1,Fraxinus pennsylvanica,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1304,2,Ulmus americana,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1308,1,Ulmus americana,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1308,2,,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1310,2,Fraxinus pennsylvanica,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1310,1,Ulmus americana,fall 85,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1314,1,Ulmus americana,,,,,,,,,,,
153,7th Avenue North,1004 - 13-14,32,1314,2,Ulmus americana,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1105,1,Ulmus americana,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1105,2,,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1105,3,Ulmus americana,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1105,4,Ulmus americana,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1105,5,Ulmus americana,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1205,1,Ulmus americana,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1205,2,Ulmus americana,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1205,3,Ulmus americana,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1205,4,Ulmus americana,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1205,5,Ulmus americana,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1205,6,Ulmus americana,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1335,1,,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1335,2,,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1335,3,Ulmus americana,1982,,,,,,,,,,
154,7th Ave North,1105-1605,32,1335,4,Ulmus americana,1982,,,,,,,,,,
154,7th Ave North,1105-1605,32,1335,5,,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1335,6,Acer negundo,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1335,7,Ulmus americana,1982,,,,,,,,,,
154,7th Ave North,1105-1605,32,1415,1,Betula pendula 'Youngii',,,,,,,,,,,
154,7th Ave North,1105-1605,32,1415,2,Betula pendula 'Youngii',,,,,,,,,,,
154,7th Ave North,1105-1605,32,1435,1,Picea pungens,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1435,2,,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1435,3,Picea pungens,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1509,1,Ulmus americana,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1509,2,,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1517,1,Ulmus americana,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1517,2,,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1525,1,Ulmus americana,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1525,2,Ulmus americana,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1533,1,Ulmus americana,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1533,2,Ulmus americana,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1541,1,Ulmus americana,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1541,2,Picea glauca,Removed 84,,,,,,,,,,
154,7th Ave North,1105-1605,32,1603,1,Ulmus americana,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1603,2,Ulmus americana,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1603,3,Ulmus americana,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1603,4,Ulmus americana,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1603,5,Ulmus americana,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1635,1,,,,,,,,,,,,
154,7th Ave North,1105-1605,32,1635,2,Ulmus americana,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1318,1,Ulmus americana,1982,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1318,2,Ulmus americana,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1318,3,Picea pungens,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1318,4,Picea pungens,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1318,5,Ulmus americana,1982,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1318,6,Ulmus americana,1982,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1402,1,Ulmus americana,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1402,2,,-21,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1402,3,Ulmus americana,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1402,4,Ulmus americana,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1402,5,Ulmus americana,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1406,1,,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1406,2,Ulmus americana,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1410,1,Ulmus americana,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1410,2,,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1414,1,Ulmus americana,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1414,2,Fraxinus pennsylvanica,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1418,1,Fraxinus pennsylvanica,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1418,2,,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1422,1,Ulmus americana,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1422,2,Ulmus americana,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1502,1,Ulmus americana,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1502,2,,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1506,1,Ulmus americana,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1506,2,Ulmus americana,1982,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1510,1,Ulmus americana,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1510,2,,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1514,1,Ulmus americana,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1514,2,Ulmus americana,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1518,1,Ulmus americana,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1518,2,Ulmus americana,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1604,1,Ulmus laciniata,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1604,2,Ulmus americana,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1610,1,Fraxinus pennsylvanica,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1610,2,Fraxinus pennsylvanica,,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1710,1,Ulmus americana,1982,,,,,,,,,,
155,7th Avenue North,1318-1710,32 NW,1710,2,Ulmus americana,1982,,,,,,,,,,
156,7th Avenue North,1607 - 1725,32,1607,1,Ulmus americana,1982,,,,,,,,,,
156,7th Avenue North,1607 - 1725,32,1607,2,,,,,,,,,,,,
156,7th Avenue North,1607 - 1725,32,1609,1,Ulmus americana,,,,,,,,,,,
156,7th Avenue North,1607 - 1725,32,1609,2,,,,,,,,,,,,
156,7th Avenue North,1607 - 1725,32,1609,3,Picea glauca,,,,,,,,,,,
156,7th Avenue North,1607 - 1725,32,1611,1,,,,,,,,,,,,
156,7th Avenue North,1607 - 1725,32,1611,2,Ulmus americana,,,,,,,,,,,
156,7th Avenue North,1607 - 1725,32,1717,1,Ulmus americana,,,,,,,,,,,
156,7th Avenue North,1607 - 1725,32,1717,2,Picea glauca,,,,,,,,,,,
156,7th Avenue North,1607 - 1725,32,1717,3,Syringa vulgaris,,,,,,,,,,,
156,7th Avenue North,1607 - 1725,32,1717,4,Syringa vulgaris,,,,,,,,,,,
156,7th Avenue North,1607 - 1725,32,1725,1,Ulmus americana,1982,,,,,,,,,,
156,7th Avenue North,1607 - 1725,32,1725,2,Acer negundo,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5003,1,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5003,2,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5003,3,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5003,4,Fraxinus pennsylvanica,,,,,,,,,,,
