Page,Street,Block,Sector,Street Number,Tree No.,Species,Year Planted,Height (1961),Height (1967),Height (1971),Height (1972),Height (1977),Diameter (1961),Diameter (1967),Diameter (1971),Diameter (1972),Diameter (1977)
399,29TH Avenue,3400-3608,91 SW,3532,1,Ulmus americana,1987,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3532,2,Ulmus americana,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3532,3,Ulmus americana,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3532,4,Ulmus americana,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3532,5,Syringa vulgaris,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3532,6,Ulmus americana,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3600,1,Cornus sericea,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3600,2,Picea pungens,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3600,3,,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3600,4,Ulmus americana,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3600,5,Ulmus americana,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3608,1,Ulmus americana,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3608,2,Ulmus americana,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3401,1,Ulmus americana,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3401,2,Ulmus americana,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3401,3,Ulmus americana,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3401,4,Ulmus americana,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3401,5,Ulmus americana,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3401,6,Ulmus americana,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3409,1,,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3409,2,,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3417,1,Ulmus americana,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3417,2,Ulmus americana,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3425,1,Ulmus americana,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3425,2,Ulmus americana,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3433,1,Ulmus americana,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3433,2,Ulmus americana,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3441,1,,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3441,2,Salix,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3501,1,,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3501,2,,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3509,1,Ulmus americana,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3509,2,Ulmus americana,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3517,1,,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3517,2,,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3525,1,,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3525,2,,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3609,1,Malus,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3609,2,,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3617,1,Sorbus aucuparia,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3617,2,Ulmus americana,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3625,1,Ulmus americana,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3625,2,Ulmus americana,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3633,1,Picea glauca,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3633,2,Ulmus americana,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3641,1,Ulmus americana,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3641,2,Pinus sylvestris,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3701,1,Quercus,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3701,2,error,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3709,1,,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3709,2,Ulmus americana,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3717,1,Ulmus americana,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3717,2,Ulmus americana,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3725,1,Picea pungens,,,,,,,,,,,
400,29th Avenue,3401-3725,SW 11,3725,2,Picea pungens,,,,,,,,,,,
401,29th Avenue,3616-3724,91 SW H,3616,1,Ulmus americana,,,,,,,,,,,
401,29th Avenue,3616-3724,91 SW H,3616,2,Picea pungens,,,,,,,,,,,
401,29th Avenue,3616-3724,91 SW H,3624,1,Ulmus americana,,,,,,,,,,,
401,29th Avenue,3616-3724,91 SW H,3624,2,Ulmus americana,,,,,,,,,,,
401,29th Avenue,3616-3724,91 SW H,3632,1,Picea glauca,,,,,,,,,,,
401,29th Avenue,3616-3724,91 SW H,3632,2,Ulmus americana,,,,,,,,,,,
401,29th Avenue,3616-3724,91 SW H,3632,3,Betula pendula 'Youngii',,,,,,,,,,,
401,29th Avenue,3616-3724,91 SW H,3632,4,Pinus mugo,,,,,,,,,,,
401,29th Avenue,3616-3724,91 SW H,3632,5,Picea glauca,,,,,,,,,,,
401,29th Avenue,3616-3724,91 SW H,3700,1,,,,,,,,,,,,
401,29th Avenue,3616-3724,91 SW H,3700,2,Ulmus americana,,,,,,,,,,,
401,29th Avenue,3616-3724,91 SW H,3700,3,Ulmus americana,,,,,,,,,,,
401,29th Avenue,3616-3724,91 SW H,3700,4,Ulmus americana,,,,,,,,,,,
401,29th Avenue,3616-3724,91 SW H,3700,5,Ulmus americana,,,,,,,,,,,
401,29th Avenue,3616-3724,91 SW H,3708,1,Ulmus americana,,,,,,,,,,,
401,29th Avenue,3616-3724,91 SW H,3708,2,Ulmus americana,,,,,,,,,,,
401,29th Avenue,3616-3724,91 SW H,3716,1,Picea glauca,,,,,,,,,,,
401,29th Avenue,3616-3724,91 SW H,3716,2,Ulmus americana,,,,,,,,,,,
401,29th Avenue,3616-3724,91 SW H,3724,1,Ulmus americana,,,,,,,,,,,
401,29th Avenue,3616-3724,91 SW H,3724,2,Ulmus americana,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,2629,1,,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,2629,2,,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,2629,3,,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,2629,4,,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,2629,5,Malus,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,2735,1,,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,2735,2,,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,2735,3,Ulmus americana,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,2735,4,Ulmus americana,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,2735,5,Ulmus americana,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,3203,1,Ulmus americana,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,3203,2,Ulmus americana,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,3203,3,Fraxinus pennsylvanica,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,3203,4,Fraxinus pennsylvanica,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,3207,1,Ulmus americana,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,3207,2,Ulmus americana,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,3211,1,,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,3211,2,Ulmus americana,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,3215,1,Ulmus americana,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,3215,2,Ulmus americana,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,3219,1,,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,3219,2,Ulmus americana,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,3225,1,Ulmus americana,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,3225,2,Syringa vulgaris,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,3303,1,Ulmus americana,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,3303,2,Ulmus americana,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,3307,1,Betula pendula 'Youngii',,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,3307,2,Ulmus americana,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,3311,1,Ulmus americana,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,3311,2,Ulmus americana,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,3315,1,Picea pungens,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,3315,2,Picea pungens,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,3319,1,Picea pungens,,,,,,,,,,,
402,29th Ave,2629-3319,90 SW 12,3319,2,Betula papyrifera,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,Bernstein's,1,,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,Bernstein's,2,,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,Bernstein's,3,,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,2720,1,,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,2720,2,,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,2720,3,Malus,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,2720,4,Ulmus americana,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,2720,5,Ulmus americana,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,2720,6,,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,3204,1,Ulmus americana,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,3204,2,Ulmus americana,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,3208,1,,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,3208,2,Populus,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,3212,1,Ulmus americana,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,3212,2,Ulmus americana,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,3216,1,,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,3216,2,Ulmus americana,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,3220,1,Betula pendula 'Youngii',,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,3220,2,Ulmus americana,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,3300,1,Picea glauca,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,3300,2,Ulmus americana,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,3304,1,Ulmus americana,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,3304,2,Picea pungens,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,3308,1,,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,3308,2,Ulmus americana,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,3312,1,Ulmus americana,Fall 85,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,3312,2,Ulmus americana,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,3316,1,Picea pungens,,,,,,,,,,,
403,29th Avenue,Bernstein's - 3312,SW-12,3316,2,Ulmus americana,,,,,,,,,,,
404,31st Avenue,2611-2755,90 SW 2,2611 Letter Carrier,1,,,,,,,,,,,,
404,31st Avenue,2611-2755,90 SW 2,Depot,2,Fraxinus pennsylvanica,,,,,,,,,,,
404,31st Avenue,2611-2755,90 SW 2,No. 1,3,Fraxinus pennsylvanica,,,,,,,,,,,
404,31st Avenue,2611-2755,90 SW 2,No. 1,4,,,,,,,,,,,,
404,31st Avenue,2611-2755,90 SW 2,2755,1,,,,,,,,,,,,
404,31st Avenue,2611-2755,90 SW 2,2755,2,Thuja occidentalis,,,,,,,,,,,
404,31st Avenue,2611-2755,90 SW 2,2755,3,,,,,,,,,,,,
404,31st Avenue,2611-2755,90 SW 2,2755,4,,,,,,,,,,,,
404,31st Avenue,2611-2755,90 SW 2,2755,5,,,,,,,,,,,,
404,31st Avenue,2611-2755,90 SW 2,2755,6,,,,,,,,,,,,
404,31st Avenue,2611-2755,90 SW 2,2755,7,,,,,,,,,,,,
404,31st Avenue,2611-2755,90 SW 2,2755,8,,,,,,,,,,,,
404,31st Avenue,2611-2755,90 SW 2,Sask Tel,1,Cotoneaster,,,,,,,,,,,
404,31st Avenue,2611-2755,90 SW 2,2750,2,Cotoneaster,,,,,,,,,,,
404,31st Avenue,2611-2755,90 SW 2,2750,3,Cotoneaster,,,,,,,,,,,
405,Abbott Road,2300-2320,SE-8 62,2300,1,Fraxinus pennsylvanica,,,,,,,,,,,
405,Abbott Road,2300-2320,SE-8 62,2300,2,,,,,,,,,,,,
405,Abbott Road,2300-2320,SE-8 62,2300,3,,,,,,,,,,,,
405,Abbott Road,2300-2320,SE-8 62,2320,1,Fraxinus pennsylvanica,,,,,,,,,,,
405,Abbott Road,2300-2320,SE-8 62,2320,2,Fraxinus nigra,,,,,,,,,,,
405,Abbott Road,2300-2320,SE-8 62,2320,3,,,,,,,,,,,,
405,Abbott Road,2300-2320,SE-8 62,Arcola School,1,,,,,,,,,,,,
405,Abbott Road,2300-2320,SE-8 62,Arcola School,2,,,,,,,,,,,,
405,Abbott Road,2300-2320,SE-8 62,2315 Abbott Rd,3,,,,,,,,,,,,
405,Abbott Road,2300-2320,SE-8 62,2315 Abbott Rd,4,,,,,,,,,,,,
405,Abbott Road,2300-2320,SE-8 62,2315 Abbott Rd,5,,,,,,,,,,,,
405,Abbott Road,2300-2320,SE-8 62,2315 Abbott Rd,6,,,,,,,,,,,,
405,Abbott Road,2300-2320,SE-8 62,2315 Abbott Rd,7,,,,,,,,,,,,
405,Abbott Road,2300-2320,SE-8 62,2315 Abbott Rd,8,,,,,,,,,,,,
405,Abbott Road,2300-2320,SE-8 62,2315 Abbott Rd,9,,,,,,,,,,,,
405,Abbott Road,2300-2320,SE-8 62,2315 Abbott Rd,10,,,,,,,,,,,,
405,Abbott Road,2300-2320,SE-8 62,2315 Abbott Rd,11,,,,,,,,,,,,
405,Abbott Road,2300-2320,SE-8 62,2315 Abbott Rd,12,,,,,,,,,,,,
405,Abbott Road,2300-2320,SE-8 62,2315 Abbott Rd,13,,,,,,,,,,,,
405,Abbott Road,2300-2320,SE-8 62,2315 Abbott Rd,14,,,,,,,,,,,,
405,Abbott Road,2300-2320,SE-8 62,2315 Abbott Rd,15,,,,,,,,,,,,
405,Abbott Road,2300-2320,SE-8 62,2315 Abbott Rd,16,,,,,,,,,,,,
405,Abbott Road,2300-2320,SE-8 62,2315 Abbott Rd,17,,,,,,,,,,,,
405,Abbott Road,2300-2320,SE-8 62,2315 Abbott Rd,18,,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2440,1,,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2440,2,,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2440,3,,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2440,4,,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2440,5,,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2440,6,Populus tremuloides,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2440,7,Populus tremuloides,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2500,1,Fraxinus pennsylvanica,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2500,2,Fraxinus pennsylvanica,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2500,3,,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2500,4,,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2500,5,,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2500,6,,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2500,7,,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2570,1,,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2570,2,,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2570,3,,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2570,4,,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2570,5,,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2570,6,,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2722,1,Picea pungens,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2722,2,,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2722,3,Fraxinus pennsylvanica,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2722,4,Picea glauca,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2726,1,Fraxinus pennsylvanica,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2726,2,Fraxinus pennsylvanica,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2730,1,,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2730,2,,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2734,1,Fraxinus pennsylvanica,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2734,2,Fraxinus pennsylvanica,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2736,1,Fraxinus pennsylvanica,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2736,2,,619,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2738,1,,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2738,2,Fraxinus pennsylvanica,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2740,1,Fraxinus pennsylvanica,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2740,2,Fraxinus pennsylvanica,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2742,1,Fraxinus pennsylvanica,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2742,2,Fraxinus pennsylvanica,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2744,1,Fraxinus pennsylvanica,,,,,,,,,,,
406,Abbott Road,2440-2744,28-H 63,2744,2,Fraxinus pennsylvanica,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2625,1,,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2625,2,,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2625,3,,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2625,4,,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2625,5,,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2625,6,,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2625,7,,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2723,1,Fraxinus pennsylvanica,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2729,1,Fraxinus pennsylvanica,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2729,2,Fraxinus pennsylvanica,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2731,1,Fraxinus pennsylvanica,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2731,2,Picea pungens,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2733,1,,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2733,2,Fraxinus pennsylvanica,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2735,1,Fraxinus pennsylvanica,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2735,2,Fraxinus pennsylvanica,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2737,1,Fraxinus pennsylvanica,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2737,2,Fraxinus pennsylvanica,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2739,1,,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2739,2,Fraxinus pennsylvanica,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2741,1,Populus nigra,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2741,2,,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2743,1,Fraxinus pennsylvanica,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2743,2,Fraxinus pennsylvanica,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2745,1,Fraxinus pennsylvanica,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2745,2,Picea glauca,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2745,3,Picea glauca,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2745,4,,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2745,5,,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2745,6,,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2803,1,Fraxinus pennsylvanica,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2803,2,Fraxinus pennsylvanica,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2805,1,Fraxinus pennsylvanica,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2805,2,Ulmus americana,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2807,1,Fraxinus pennsylvanica,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2807,2,Sorbus aucuparia,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2809,1,Fraxinus pennsylvanica,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2809,2,Fraxinus pennsylvanica,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2811,1,Sorbus aucuparia,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2811,2,,,,,,,,,,,,
407,Abbott Road,2625-2813,SE-H 63,2813,1,Fraxinus pennsylvanica,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2746,1,Ulmus americana,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2746,2,Ulmus americana,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2748,1,Fraxinus pennsylvanica,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2748,2,,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2750,1,Fraxinus pennsylvanica,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2750,2,Fraxinus pennsylvanica,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2752,1,,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2752,2,Fraxinus pennsylvanica,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2752,3,Sorbus aucuparia,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2752,4,Syringa vulgaris,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2752,5,Ulmus laciniata,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2752,6,Ulmus laciniata,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2800,1,Syringa vulgaris,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2800,2,Fraxinus pennsylvanica,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2800,3,Fraxinus pennsylvanica,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2802,1,,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2802,2,Picea glauca,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2804,1,Fraxinus pennsylvanica,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2804,2,Fraxinus pennsylvanica,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2806,1,,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2806,2,Fraxinus pennsylvanica,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2808,1,Fraxinus pennsylvanica,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2808,2,,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2810,1,Fraxinus pennsylvanica,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2810,2,Fraxinus pennsylvanica,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2812,1,,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2812,2,Fraxinus pennsylvanica,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2814,1,,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2814,2,Fraxinus pennsylvanica,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2816,1,Fraxinus pennsylvanica,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2816,2,Fraxinus pennsylvanica,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2818,1,Fraxinus pennsylvanica,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2818,2,Picea glauca,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2820,1,Fraxinus pennsylvanica,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2820,2,Ulmus americana,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2822,1,Fraxinus pennsylvanica,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2822,2,Fraxinus pennsylvanica,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2822,3,Picea glauca,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2822,4,Cotoneaster,,,,,,,,,,,
408,Abbott Road,2746-2822,SE-H 63,2822,5,Cotoneaster,,,,,,,,,,,
409,Abbott Road,2813-2831,S.E. 11 63,2813,2,Fraxinus pennsylvanica,,,,,,,,,,,
409,Abbott Road,2813-2831,S.E. 11 63,2815,1,,,,,,,,,,,,
409,Abbott Road,2813-2831,S.E. 11 63,2815,2,Fraxinus pennsylvanica,,,,,,,,,,,
409,Abbott Road,2813-2831,S.E. 11 63,2817,1,Picea pungens,,,,,,,,,,,
409,Abbott Road,2813-2831,S.E. 11 63,2817,2,Fraxinus pennsylvanica,,,,,,,,,,,
409,Abbott Road,2813-2831,S.E. 11 63,2817,3,,,,,,,,,,,,
409,Abbott Road,2813-2831,S.E. 11 63,2819,1,Fraxinus pennsylvanica,,,,,,,,,,,
409,Abbott Road,2813-2831,S.E. 11 63,2819,2,Fraxinus pennsylvanica,,,,,,,,,,,
409,Abbott Road,2813-2831,S.E. 11 63,2821,1,Fraxinus pennsylvanica,,,,,,,,,,,
